Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
fruits2,Mask_Tomer_Small_Fruits,1,"Learning Rate: 0.008752722237463184
Activation:  relu
Optimizer: adam",0.9230769230769231,0.90625,0.025,0.9375,0.9900626306750299,0.9668828895340452,1.8029530048370361,0.11438918113708496
fruits2,Mask_Tomer_Small_Fruits,2,"Learning Rate: 0.006544346700619979
Activation:  relu
Optimizer: adam",0.9230769230769231,0.9223839223839224,0.02528190763484881,0.9245388270144459,0.982093301097826,0.9480702770814645,2.79526686668396,0.05356168746948242
fruits2,Mask_Tomer_Small_Fruits,3,"Learning Rate: 0.007145840639039527
Activation:  elu
Optimizer: adam",0.8333333333333334,0.859375,0.05570178262876032,0.8577043436596942,0.9722498270540656,0.9395861138320274,2.4469540119171143,0.05942893028259277
fruits2,Mask_Tomer_Small_Fruits,4,"Learning Rate: 0.015347051395776275
Activation:  elu
Optimizer: adam",0.8653846153846154,0.853016774891775,0.04296522131887986,0.8565677284427284,0.9728515036886478,0.9063186093616115,2.5741496086120605,0.06637001037597656
fruits2,Mask_Tomer_Small_Fruits,5,"Learning Rate: 0.014412216343696627
Activation:  relu
Optimizer: adam",0.9294871794871795,0.9223484848484849,0.023537714543812104,0.9313001188001188,0.9817387971859517,0.9566809910041763,2.0932817459106445,0.056027889251708984
fruits2,Mask_Tomer_Small_Fruits,6,"Learning Rate: 0.004006723739151088
Activation:  elu
Optimizer: adam",0.9166666666666666,0.9077540106951871,0.028649113982307736,0.9288801476301477,0.9872449189250961,0.954458645691674,2.2052724361419678,0.21846556663513184
fruits2,Mask_Tomer_Small_Fruits,7,"Learning Rate: 0.0035936110335226127
Activation:  elu
Optimizer: RMSprop",0.9615384615384616,0.9614845938375349,0.012582686223756112,0.9597222222222223,0.993166226801333,0.9799573252279583,2.0862627029418945,0.05827450752258301
fruits2,Mask_Tomer_Small_Fruits,8,"Learning Rate: 0.008940743442637815
Activation:  elu
Optimizer: adam",0.9166666666666666,0.9308510638297872,0.02663934426229508,0.9308510638297872,0.9931659479598407,0.9806341255168536,2.4521536827087402,0.09879136085510254
fruits2,Mask_Tomer_Small_Fruits,9,"Learning Rate: 0.007590745877595613
Activation:  relu
Optimizer: adam",0.8974358974358975,0.8975108225108226,0.037558301284673926,0.9132513661202186,0.976738518007645,0.9466405649181248,1.729374885559082,0.05762314796447754
fruits2,Mask_Tomer_Small_Fruits,10,"Learning Rate: 0.007500883756307189
Activation:  elu
Optimizer: adam",0.9487179487179487,0.9420289855072465,0.017080907598148978,0.9450051759834368,0.9921685802120586,0.9794520655261858,2.8554248809814453,0.07364320755004883
