Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
cifar_4,Mask,1,"Learning Rate: 0.006196519042123243
Activation:  elu
Optimizer: adam",0.458333333,0.573766234,0.135060892,0.461752137,0.75436679,0.548036738,6.651830196,0.076578856
cifar_4,Mask,2,"Learning Rate: 0.0014099467162186079
Activation:  relu
Optimizer: adam",0.5,0.560744811,0.123811311,0.49988345,0.826034451,0.584575308,6.854186296,0.04310441
cifar_4,Mask,3,"Learning Rate: 0.0021845610570285423
Activation:  elu
Optimizer: adam",0.604166667,0.59274531,0.09629365,0.648333333,0.748874632,0.510758309,6.876358986,0.052438021
cifar_4,Mask,4,"Learning Rate: 0.007778740676400285
Activation:  relu
Optimizer: adam",0.333333333,0.377626263,0.167502414,0.375294118,0.677937086,0.438477274,6.558391571,0.066280127
cifar_4,Mask,5,"Learning Rate: 0.00334145550283833
Activation:  elu
Optimizer: adam",0.5625,0.563760684,0.112237003,0.571794872,0.782626224,0.551480162,6.836040974,0.086720467
cifar_4,Mask,6,"Learning Rate: 0.008090273974835372
Activation:  elu
Optimizer: sgd",0.666666667,0.615221445,0.078968298,0.593119658,0.890542415,0.639106859,6.783861637,0.046071053
cifar_4,Mask,7,"Learning Rate: 0.013405731161496823
Activation:  relu
Optimizer: adam",0.5625,0.553146853,0.108727849,0.548333333,0.855122185,0.605372771,5.900089979,0.045204639
cifar_4,Mask,8,"Learning Rate: 0.0015719005878969913
Activation:  relu
Optimizer: adam",0.4375,0.46952381,0.140592458,0.37027417,0.776472023,0.482312375,6.755837679,0.044396639
cifar_4,Mask,9,"Learning Rate: 0.0029702041892081367
Activation:  relu
Optimizer: adam",0.395833333,0.375555556,0.151159129,0.367777778,0.73923063,0.481502567,6.809308767,0.053632259
cifar_4,Mask,10,"Learning Rate: 0.002696800369663541
Activation:  elu
Optimizer: RMSprop",0.5,0.502136752,0.124484288,0.492987013,0.756073986,0.53594826,6.789662361,0.068563938
