Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
butterfly1,MaskTomer,1,"Learning Rate: 0.005081433033373157
Activation:  elu
Optimizer: adam",0.666666667,0.67952381,0.080440178,0.721428571,0.854393603,0.67659125,4.058667421,0.036437988
butterfly1,MaskTomer,2,"Learning Rate: 0.0071105796059702485
Activation:  elu
Optimizer: adam",0.666666667,0.667373737,0.082443482,0.67965368,0.953056859,0.86132555,4.540465117,0.036486149
butterfly1,MaskTomer,3,"Learning Rate: 0.008272714327163018
Activation:  elu
Optimizer: adam",0.777777778,0.773809524,0.056157635,0.847272727,0.916594828,0.843033192,4.84457612,0.059404612
butterfly1,MaskTomer,4,"Learning Rate: 0.011386719940050827
Activation:  elu
Optimizer: adam",0.75,0.758846154,0.060138249,0.745,0.931661279,0.852298423,5.112790585,0.037222385
butterfly1,MaskTomer,5,"Learning Rate: 0.018688178748701382
Activation:  elu
Optimizer: adam",0.65,0.694444444,0.185714286,0.738095238,0.660277778,0.40032196,0.724972486,0.029800892
butterfly1,MaskTomer,6,"Learning Rate: 0.011629903159372689
Activation:  relu
Optimizer: adam",0.666666667,0.679365079,0.08509761,0.691666667,0.919858349,0.804169867,4.207187653,0.037726402
butterfly1,MaskTomer,7,"Learning Rate: 0.004305521638542495
Activation:  elu
Optimizer: adam",0.805555556,0.798095238,0.047114826,0.782857143,0.925948813,0.841310059,4.595832825,0.035871744
butterfly1,MaskTomer,8,"Learning Rate: 0.003508619338086779
Activation:  elu
Optimizer: adam",0.888888889,0.897777778,0.0272622,0.882539683,0.987193171,0.943386391,4.316648245,0.038147449
butterfly1,MaskTomer,9,"Learning Rate: 0.0017858687041772034
Activation:  elu
Optimizer: adam",0.861111111,0.853095238,0.034620111,0.857857143,0.972989419,0.917016474,4.237043142,0.036185265
butterfly1,MaskTomer,10,"Learning Rate: 0.01842205973717949
Activation:  relu
Optimizer: adam",0.75,0.722619048,0.063546798,0.803939394,0.899449234,0.785136093,4.65315485,0.043131113
