Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
intel,Mask,1,"Learning Rate: 0.0029229914770932115
Activation:  elu
Optimizer: adam",0.4605263157894737,0.5023841655420603,0.10706723876238629,0.48384218121060235,0.8240498380979114,0.5113982214658012,7.662001848220825,0.06879305839538574
intel,Mask,2,"Learning Rate: 0.009718636801789773
Activation:  relu
Optimizer: adam",0.5657894736842105,0.5883928571428572,0.08657140980841482,0.577696608946609,0.8600018844793338,0.6269328364386251,7.12321138381958,0.04809451103210449
intel,Mask,3,"Learning Rate: 0.003594870546121718
Activation:  relu
Optimizer: adam",0.5789473684210527,0.5890900765900766,0.08318907531431251,0.5796218487394958,0.865905384762121,0.6098218226924624,7.482243776321411,0.06953287124633789
intel,Mask,4,"Learning Rate: 0.0026095945988671896
Activation:  elu
Optimizer: adam",0.5,0.4700334387834388,0.1025126050153859,0.5103030825856912,0.8154444386490409,0.4884808485800047,7.378550052642822,0.060762882232666016
intel,Mask,5,"Learning Rate: 0.004377958169945951
Activation:  relu
Optimizer: adam",0.5921052631578947,0.5607104883420673,0.08130577041926755,0.5175137362637362,0.85608257798454,0.5846495627188916,7.3680315017700195,0.07389450073242188
intel,Mask,6,"Learning Rate: 0.006229348872867822
Activation:  relu
Optimizer: adam",0.4605263157894737,0.4488122171945701,0.10927069216716405,0.44914529914529916,0.8169875363992608,0.47341613050722,7.392507314682007,0.04471397399902344
intel,Mask,7,"Learning Rate: 0.004038994072218313
Activation:  elu
Optimizer: RMSprop",0.5,0.560594193817878,0.09959433318893447,0.5063568376068376,0.8372409532395048,0.5986138777294242,6.278263092041016,0.046019792556762695
intel,Mask,8,"Learning Rate: 0.004014851200225201
Activation:  elu
Optimizer: adam",0.4605263157894737,0.4540903540903542,0.10749039851118779,0.4346078757843464,0.7685571501628647,0.37327243955645484,4.571837663650513,0.04290890693664551
intel,Mask,9,"Learning Rate: 0.006034176964722044
Activation:  elu
Optimizer: adam",0.42105263157894735,0.44558913308913306,0.11521089133696842,0.38983815748521633,0.8047337374917514,0.5085841429825423,5.781883955001831,0.049240827560424805
intel,Mask,10,"Learning Rate: 0.0020017001505078565
Activation:  relu
Optimizer: adam",0.5263157894736842,0.5305555555555556,0.09584436239072891,0.5106032125768968,0.8119515245123118,0.49791626409400025,7.200745582580566,0.04732966423034668
