Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
cifar_2,Mask,1,"Learning Rate: 0.048591885873018166
Activation:  elu
Optimizer: adam",0.458333333,0.458917749,0.140297104,0.486923077,0.688732548,0.436648602,2.860724688,0.053373575
cifar_2,Mask,2,"Learning Rate: 0.008007475866911341
Activation:  relu
Optimizer: adam",0.479166667,0.46037851,0.129952947,0.437121212,0.775184217,0.53460801,6.767544746,0.061863184
cifar_2,Mask,3,"Learning Rate: 0.0026248222169482937
Activation:  elu
Optimizer: adam",0.083333333,0.114285714,0.217004735,0.038095238,0.569050089,0.272559803,2.159178495,0.051292181
cifar_2,Mask,4,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.4375,0.393383838,0.137987536,0.41481352,0.750426622,0.480951406,5.804125786,0.04505825
cifar_2,Mask,5,"Learning Rate: 0.0038008143499232384
Activation:  elu
Optimizer: adam",0.145833333,0.165811966,0.207814408,0.208730159,0.592056209,0.35293966,2.417581797,0.045258522
cifar_2,Mask,6,"Learning Rate: 0.020191067067047742
Activation:  relu
Optimizer: adam",0.458333333,0.45988345,0.141053122,0.443333333,0.671870816,0.386414925,6.640606642,0.048469067
cifar_2,Mask,7,"Learning Rate: 0.0049152908228313795
Activation:  elu
Optimizer: sgd",0.416666667,0.425874126,0.1396337,0.561758764,0.757380767,0.490967683,4.781023502,0.065603733
cifar_2,Mask,8,"Learning Rate: 0.006973600497074799
Activation:  elu
Optimizer: RMSprop",0.5,0.554891775,0.118951151,0.553205128,0.806179753,0.51565058,6.01504612,0.057111979
cifar_2,Mask,9,"Learning Rate: 0.012223893861684435
Activation:  elu
Optimizer: adam",0.395833333,0.427777778,0.150246367,0.509065934,0.743256084,0.4704869,5.713391542,0.053910971
cifar_2,Mask,10,"Learning Rate: 0.0010693303897356798
Activation:  elu
Optimizer: adam",0.458333333,0.441410256,0.135056873,0.470588235,0.796711356,0.557050298,4.812263966,0.041874647
