Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
cifar_3,Mask,1,"Learning Rate: 0.007471468333697023
Activation:  relu
Optimizer: adam",0.145833333,0.204848485,0.203739971,0.222222222,0.637481828,0.331814721,2.321907282,0.041583061
cifar_3,Mask,2,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.416666667,0.442673993,0.142132881,0.447459207,0.733772919,0.481878433,6.591091871,0.043726444
cifar_3,Mask,3,"Learning Rate: 0.003206630547880473
Activation:  relu
Optimizer: RMSprop",0.395833333,0.372189755,0.148471667,0.373333333,0.701738053,0.375096998,6.522278786,0.060190678
cifar_3,Mask,4,"Learning Rate: 0.0061523901380000955
Activation:  elu
Optimizer: adam",0.4375,0.517727273,0.141176944,0.42988345,0.833167006,0.633006669,6.488981724,0.0651896
cifar_3,Mask,5,"Learning Rate: 0.0016069988831153323
Activation:  relu
Optimizer: adam",0.291666667,0.354871795,0.171600797,0.286666667,0.731067412,0.419364024,4.278060436,0.041819096
cifar_3,Mask,6,"Learning Rate: 0.029499435594813116
Activation:  elu
Optimizer: RMSprop",0.479166667,0.391724942,0.130824702,0.421825397,0.647664699,0.387916814,4.27995348,0.040313244
cifar_3,Mask,7,"Learning Rate: 0.022543893605606092
Activation:  relu
Optimizer: adam",0.395833333,0.442657343,0.148900109,0.378589744,0.771934012,0.495334586,4.279760838,0.042114973
cifar_3,Mask,8,"Learning Rate: 0.0014669125050297382
Activation:  relu
Optimizer: adam",0.270833333,0.248658009,0.17768517,0.293030303,0.683292283,0.412409672,4.141382933,0.039689064
cifar_3,Mask,9,"Learning Rate: 0.07022097578192465
Activation:  elu
Optimizer: RMSprop",0.520833333,0.478888889,0.122212807,0.441558442,0.787865384,0.416052797,4.29501152,0.041010857
cifar_3,Mask,10,"Learning Rate: 0.006076504675954838
Activation:  relu
Optimizer: RMSprop",0.416666667,0.440042735,0.145528244,0.416414141,0.764629643,0.458988783,4.48491931,0.039167643
