Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
cifar_1,Mask,1,"Learning Rate: 0.003338284229588649
Activation:  relu
Optimizer: RMSprop",0.645833333,0.612337662,0.08446715,0.60968254,0.835131363,0.554135332,4.38133502,0.040402412
cifar_1,Mask,2,"Learning Rate: 0.04380861881102574
Activation:  elu
Optimizer: adam",0.625,0.571428571,0.092779118,0.573076923,0.903529041,0.691856541,6.486048937,0.059339285
cifar_1,Mask,3,"Learning Rate: 0.0014080491674550717
Activation:  elu
Optimizer: RMSprop",0.604166667,0.563088023,0.09838358,0.545606061,0.84188189,0.575059295,5.087155581,0.043650866
cifar_1,Mask,4,"Learning Rate: 0.005792397348501427
Activation:  relu
Optimizer: adam",0.541666667,0.582676768,0.108347186,0.560822511,0.870488498,0.688987635,6.588652849,0.04869175
cifar_1,Mask,5,"Learning Rate: 0.0012148055622951102
Activation:  elu
Optimizer: adam",0.5,0.535897436,0.117388343,0.572857143,0.835935137,0.601603074,6.17253232,0.060910225
cifar_1,Mask,6,"Learning Rate: 0.0011169706158565104
Activation:  elu
Optimizer: adam",0.416666667,0.333986014,0.150672009,0.327619048,0.757174584,0.438968032,6.725358486,0.045922518
cifar_1,Mask,7,"Learning Rate: 0.011723913872198531
Activation:  elu
Optimizer: adam",0.583333333,0.550582751,0.104886645,0.551978022,0.836082036,0.564970738,6.962861538,0.068122625
cifar_1,Mask,8,"Learning Rate: 0.012132945698428807
Activation:  relu
Optimizer: adam",0.541666667,0.554805195,0.120090413,0.573174603,0.828687545,0.570058398,5.865968704,0.050006866
cifar_1,Mask,9,"Learning Rate: 0.0034531063714746107
Activation:  elu
Optimizer: adam",0.604166667,0.645555556,0.09858195,0.601558442,0.862177831,0.688637728,6.735768795,0.04629755
cifar_1,Mask,10,"Learning Rate: 0.03795097356844724
Activation:  relu
Optimizer: adam",0.541666667,0.530854701,0.114092925,0.523549784,0.850013937,0.5951757,6.521464109,0.044444561
