Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
cifar_3,Mask_VGG_Improved,1,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.7291666666666666,0.7393506493506494,0.06882017272261173,0.7078473813767931,0.9125156182473256,0.8083723944173471,66.93587803840637,0.2303481101989746
cifar_3,Mask_VGG_Improved,2,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.7083333333333334,0.7500610500610501,0.07048393341076269,0.7652777777777777,0.9257005866761965,0.7810873230952413,42.14340138435364,0.22774434089660645
cifar_3,Mask_VGG_Improved,3,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.6875,0.7056709956709957,0.0766716062128711,0.6720396270396269,0.8731705196807296,0.699932539466408,52.05141806602478,0.21521377563476562
cifar_3,Mask_VGG_Improved,4,"Learning Rate: 0.0017859875572740181
Activation:  relu
Optimizer: adam",0.5833333333333334,0.607020202020202,0.1044836851813596,0.5844155844155845,0.8957220875534828,0.7490764387059762,50.82777523994446,0.2707235813140869
cifar_3,Mask_VGG_Improved,5,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.6875,0.6369230769230769,0.08010025062656641,0.6595238095238095,0.869333590386222,0.6452896980363299,39.19673013687134,0.29496264457702637
cifar_3,Mask_VGG_Improved,6,"Learning Rate: 0.0020061004668295193
Activation:  relu
Optimizer: adam",0.6041666666666666,0.6731468531468532,0.09444889151982974,0.6146464646464647,0.8786874025031919,0.7892112624028963,27.70051646232605,0.20909452438354492
cifar_3,Mask_VGG_Improved,7,"Learning Rate: 0.0015629195073540343
Activation:  elu
Optimizer: adam",0.625,0.6640248640248639,0.09107217107217107,0.6716883116883117,0.8955177955177955,0.7677517965347148,27.678659200668335,0.4225020408630371
cifar_3,Mask_VGG_Improved,8,"Learning Rate: 0.0010975966938992195
Activation:  elu
Optimizer: adam",0.6041666666666666,0.692034632034632,0.09312108505469105,0.6619841269841269,0.8883440444075725,0.7236442343381613,42.92817568778992,0.32413601875305176
cifar_3,Mask_VGG_Improved,9,"Learning Rate: 0.06308205497063026
Activation:  elu
Optimizer: sgd",0.4375,0.4866666666666667,0.1377219136093065,0.4538095238095238,0.8215819288830305,0.5407487673094482,68.06460046768188,0.4236783981323242
cifar_3,Mask_VGG_Improved,10,"Learning Rate: 0.002081234537987588
Activation:  elu
Optimizer: adam",0.75,0.7658547008547009,0.06183535762483131,0.7705494505494505,0.9177914337124864,0.7807814419929328,37.80510497093201,0.21697092056274414
