Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
butterfly2,Mask_VGG_Improved,1,"Learning Rate: 0.001459498869770917
Activation:  elu
Optimizer: sgd",0.214285714,0.214285714,0.245238095,0.107142857,0.297727391,0.189385829,46.76242042,0.217583895
butterfly2,Mask_VGG_Improved,2,"Learning Rate: 0.004617144537840341
Activation:  elu
Optimizer: adam",0.821428571,0.854166667,0.055335968,0.84375,0.936121729,0.877538649,42.47649384,0.211994648
butterfly2,Mask_VGG_Improved,3,"Learning Rate: 0.001194052210823749
Activation:  elu
Optimizer: adam",1,1,0,1,1,1,39.28602529,0.149304628
butterfly2,Mask_VGG_Improved,4,"Learning Rate: 0.012228893141098925
Activation:  relu
Optimizer: adam",0.678571429,0.658730159,0.105690362,0.552083333,0.87562182,0.73705228,35.72472978,0.137782335
butterfly2,Mask_VGG_Improved,5,"Learning Rate: 0.09700939809982134
Activation:  elu
Optimizer: RMSprop",0.642857143,0.65625,0.118478261,0.513888889,0.960649586,0.84253663,31.10728979,0.148475409
butterfly2,Mask_VGG_Improved,6,"Learning Rate: 0.05097998752306298
Activation:  elu
Optimizer: sgd",0.571428571,0.45959596,0.139286124,0.481818182,0.696413387,0.447434214,51.08093381,0.155064821
butterfly2,Mask_VGG_Improved,7,"Learning Rate: 0.0012528748592677804
Activation:  elu
Optimizer: adam",0.857142857,0.851190476,0.046536797,0.866071429,0.976151824,0.922225765,25.2172935,0.1290133
butterfly2,Mask_VGG_Improved,8,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.892857143,0.891666667,0.034090909,0.901785714,0.959469697,0.928830824,30.29522324,0.25775218
butterfly2,Mask_VGG_Improved,9,"Learning Rate: 0.003238166282710308
Activation:  relu
Optimizer: RMSprop",0.321428571,0.34375,0.215909091,0,0.844791667,0.648599563,26.35406637,0.229759693
butterfly2,Mask_VGG_Improved,10,"Learning Rate: 0.022332083293503942
Activation:  elu
Optimizer: sgd",0.642857143,0.59375,0.118167702,0.572115385,0.687151083,0.595738583,53.19258785,0.143832684
