Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
cifar_4,Mask_VGG_Improved,1,"Learning Rate: 0.0021025191212473648
Activation:  elu
Optimizer: RMSprop",0.4166666666666667,0.5587012987012987,0.14435295606027315,0.5542028985507247,0.8418249560932487,0.5526876508345989,63.01262331008911,0.2904813289642334
cifar_4,Mask_VGG_Improved,2,"Learning Rate: 0.001285782220666308
Activation:  relu
Optimizer: RMSprop",0.5,0.5009157509157509,0.12794276184520087,0.6612121212121211,0.820126368662954,0.628405245735255,67.1491105556488,0.25434255599975586
cifar_4,Mask_VGG_Improved,3,"Learning Rate: 0.0014082325240381817
Activation:  elu
Optimizer: RMSprop",0.5833333333333334,0.5576046176046177,0.10828881206788184,0.6986666666666668,0.9300002840179828,0.7619685463224574,56.688191652297974,0.27855920791625977
cifar_4,Mask_VGG_Improved,4,"Learning Rate: 0.013693391898836942
Activation:  elu
Optimizer: sgd",0.20833333333333334,0.2690909090909091,0.19186269209525025,0.13999999999999999,0.5624366970442551,0.27190142900865516,76.78179979324341,0.5369491577148438
cifar_4,Mask_VGG_Improved,5,"Learning Rate: 0.001976311011391649
Activation:  elu
Optimizer: adam",0.8125,0.7247863247863248,0.04464237516869095,0.7261904761904762,0.9111228927018402,0.7662175990155529,54.8888897895813,0.3906056880950928
cifar_4,Mask_VGG_Improved,6,"Learning Rate: 0.0014881022862486524
Activation:  elu
Optimizer: adam",0.7708333333333334,0.8005128205128205,0.05614720310372484,0.7571428571428572,0.9514824073462519,0.8179705141539007,59.820648431777954,0.23590373992919922
cifar_4,Mask_VGG_Improved,7,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.8125,0.8177156177156177,0.04518562518562518,0.815909090909091,0.9299290899290901,0.8140855245091515,37.64810228347778,0.23479437828063965
cifar_4,Mask_VGG_Improved,8,"Learning Rate: 0.001574995039845236
Activation:  elu
Optimizer: adam",0.625,0.6325541125541126,0.09584621571963722,0.5958333333333333,0.9176115298571041,0.7863538670514008,41.80153250694275,0.4049081802368164
cifar_4,Mask_VGG_Improved,9,"Learning Rate: 0.007939947099463421
Activation:  relu
Optimizer: adam",0.2708333333333333,0.26222222222222225,0.1858974358974359,0.30289855072463767,0.5635411501323374,0.38166974025627054,30.79201602935791,0.49467968940734863
cifar_4,Mask_VGG_Improved,10,"Learning Rate: 0.0018112078894884725
Activation:  elu
Optimizer: adam",0.6458333333333334,0.6225641025641026,0.08590418353576249,0.6516305916305917,0.8639955122849858,0.6768356942728737,27.642754554748535,0.2627866268157959
