Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
fruits4,Mask_VGG_Ido,1,"Learning Rate: 0.0011088185202189885
Activation:  elu
Optimizer: adam",0.4,0.389978214,0.307692308,0.789473684,0.871777109,0.863142504,5.624349833,0.192996264
fruits4,Mask_VGG_Ido,2,"Learning Rate: 0.015302709998281759
Activation:  relu
Optimizer: adam",0.25,0.357142857,0.316627817,0.222222222,0.684382869,0.490346452,4.923367023,0.178497076
fruits4,Mask_VGG_Ido,3,"Learning Rate: 0.02679208174847788
Activation:  elu
Optimizer: sgd",0.25,0.250980392,0.404723564,0.424242424,0.443237881,0.365402601,4.945155144,0.182397604
fruits4,Mask_VGG_Ido,4,"Learning Rate: 0.0021088935898970545
Activation:  elu
Optimizer: RMSprop",0.325,0.333333333,0.333333333,0.108333333,0.638326521,0.579276129,5.120354891,0.174483538
fruits4,Mask_VGG_Ido,5,"Learning Rate: 0.0029749336259904057
Activation:  elu
Optimizer: RMSprop",0.125,0.127777778,0.43691358,0.166666667,0.174021368,0.239411818,5.232786417,0.186741114
fruits4,Mask_VGG_Ido,6,"Learning Rate: 0.0014270911887915509
Activation:  elu
Optimizer: adam",0.425,0.393939394,0.299310345,0.258169935,0.885239366,0.747832879,5.104110718,0.181924105
fruits4,Mask_VGG_Ido,7,"Learning Rate: 0.014797827366020226
Activation:  elu
Optimizer: adam",0.305555556,0.267628205,0.375362319,0,0.608111157,0.485154422,7.169932127,0.173770666
fruits4,Mask_VGG_Ido,8,"Learning Rate: 0.001682169871407768
Activation:  relu
Optimizer: adam",0.75,0.725925926,0.132936508,0.813071895,0.938063394,0.845801934,5.370918036,0.187026739
fruits4,Mask_VGG_Ido,9,"Learning Rate: 0.0025719861870751462
Activation:  elu
Optimizer: RMSprop",0.027777778,0.025641026,0.485942029,0.037037037,0.26667134,0.277831168,5.62527132,0.187391281
fruits4,Mask_VGG_Ido,10,"Learning Rate: 0.033650734773584455
Activation:  relu
Optimizer: adam",0.25,0.246153846,0.364548495,0.296296296,0.387959866,0.334236384,5.82523489,0.193514585
