Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
fruits3,Mask_VGG_Ido,1,"Learning Rate: 0.04006368179163941
Activation:  elu
Optimizer: adam",0.173076923,0.187062937,0.265847973,0,0.527395151,0.325469577,7.282971382,0.301642418
fruits3,Mask_VGG_Ido,2,"Learning Rate: 0.010027183677033785
Activation:  relu
Optimizer: adam",0.307692308,0.273809524,0.242354196,0.197339246,0.698636193,0.528389222,7.552311182,0.243179083
fruits3,Mask_VGG_Ido,3,"Learning Rate: 0.003750443022358167
Activation:  elu
Optimizer: adam",0.557692308,0.520833333,0.160714286,0.618055556,0.864438901,0.743023931,7.587301493,0.226572037
fruits3,Mask_VGG_Ido,4,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.423076923,0.40625,0.202992278,0.507142857,0.807404064,0.560898092,7.234134197,0.314477682
fruits3,Mask_VGG_Ido,5,"Learning Rate: 0.03273034824067912
Activation:  relu
Optimizer: adam",0.211538462,0.25,0.25,0.052884615,0.468267052,0.376820384,7.363806725,0.233746052
fruits3,Mask_VGG_Ido,6,"Learning Rate: 0.029737864744481965
Activation:  relu
Optimizer: sgd",0.269230769,0.330662393,0.234462841,0.262380952,0.539834969,0.331346079,8.927791119,0.235127926
fruits3,Mask_VGG_Ido,7,"Learning Rate: 0.007343885687328061
Activation:  relu
Optimizer: adam",0.192307692,0.252136752,0.250149076,0,0.345871055,0.22415483,7.510970354,0.234331608
fruits3,Mask_VGG_Ido,8,"Learning Rate: 0.0010757564259161229
Activation:  elu
Optimizer: adam",0.923076923,0.921474359,0.025818151,0.927083333,0.974796945,0.949134227,7.02042079,0.263206959
fruits3,Mask_VGG_Ido,9,"Learning Rate: 0.09434250980503711
Activation:  elu
Optimizer: RMSprop",0.192307692,0.223484848,0.263220502,0.118461538,0.421031182,0.236147307,7.595071793,0.24727416
fruits3,Mask_VGG_Ido,10,"Learning Rate: 0.003669680469670131
Activation:  relu
Optimizer: adam",0.365384615,0.352564103,0.214431511,0,0.357664756,0.261864579,7.313812971,0.233945847
