Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
cifar_1,Mask_VGG_Improved,1,"Learning Rate: 0.0014630770713240497
Activation:  elu
Optimizer: adam",0.479166667,0.482337662,0.127183037,0.480162338,0.772556001,0.45246685,28.11701226,0.259117603
cifar_1,Mask_VGG_Improved,2,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.770833333,0.75952381,0.059151553,0.779166667,0.929688074,0.74196836,63.77638245,0.25235939
cifar_1,Mask_VGG_Improved,3,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.583333333,0.54497114,0.098095194,0.602626263,0.906956564,0.716024179,36.89867377,0.247819424
cifar_1,Mask_VGG_Improved,4,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.708333333,0.705707071,0.069558655,0.720707071,0.873883049,0.613053977,51.03578305,0.305764198
cifar_1,Mask_VGG_Improved,5,"Learning Rate: 0.0017560978853213146
Activation:  elu
Optimizer: adam",0.583333333,0.510940171,0.103155324,0.478055556,0.899431485,0.630598945,33.75697899,0.283230782
cifar_1,Mask_VGG_Improved,6,"Learning Rate: 0.02562494660591939
Activation:  relu
Optimizer: adam",0.375,0.493426573,0.164632095,0.410500516,0.720354549,0.55132385,52.22147083,0.202923536
cifar_1,Mask_VGG_Improved,7,"Learning Rate: 0.001960544113843936
Activation:  elu
Optimizer: adam",0.666666667,0.67964258,0.082841303,0.687777778,0.89988514,0.717797137,46.83540463,0.238856554
cifar_1,Mask_VGG_Improved,8,"Learning Rate: 0.01211599626357846
Activation:  elu
Optimizer: adam",0.4375,0.484588745,0.135041096,0.464615385,0.805243294,0.564007676,72.13245559,0.31305933
cifar_1,Mask_VGG_Improved,9,"Learning Rate: 0.050968239654636066
Activation:  elu
Optimizer: adam",0.3125,0.266666667,0.17248062,0,0.649170215,0.431399995,73.99479008,0.201051712
cifar_1,Mask_VGG_Improved,10,"Learning Rate: 0.0034419011552357785
Activation:  elu
Optimizer: adam",0.625,0.597393162,0.093774822,0.527777778,0.872485447,0.647613009,38.85280204,0.203125477
