Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
butterfly3,Mask_VGG_Improved,1,"Learning Rate: 0.015406698770468052
Activation:  relu
Optimizer: RMSprop",0.3,0.3333333333333333,0.3333333333333333,***,0.2495911495911496,0.2477777777777778,10.556925773620605,0.10509872436523438
butterfly3,Mask_VGG_Improved,2,"Learning Rate: 0.002731887101571935
Activation:  relu
Optimizer: adam",0.9,0.9523809523809524,0.044444444444444446,0.9047619047619048,0.9792063492063493,0.9745235914878773,27.4393310546875,0.10117983818054199
butterfly3,Mask_VGG_Improved,3,"Learning Rate: 0.0017523786632292144
Activation:  elu
Optimizer: RMSprop",0.95,0.9583333333333334,0.030303030303030304,0.9666666666666667,1.0,1.0,21.057718992233276,0.09684419631958008
butterfly3,Mask_VGG_Improved,4,"Learning Rate: 0.002933327752003378
Activation:  elu
Optimizer: adam",0.95,0.9583333333333334,0.018518518518518517,0.8888888888888888,0.9965277777777777,0.9950810185185185,18.445683240890503,0.19797015190124512
butterfly3,Mask_VGG_Improved,5,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.95,0.9666666666666667,0.023809523809523808,0.9523809523809524,1.0,1.0,21.821268796920776,0.20580148696899414
butterfly3,Mask_VGG_Improved,6,"Learning Rate: 0.001475733463255921
Activation:  elu
Optimizer: adam",0.95,0.9629629629629629,0.0196078431372549,0.9166666666666666,0.9900970489205783,0.9636831275720165,20.927229404449463,0.18848943710327148
butterfly3,Mask_VGG_Improved,7,"Learning Rate: 0.00133247345133922
Activation:  relu
Optimizer: adam",0.95,0.9523809523809524,0.030303030303030304,0.9666666666666667,0.9929699929699929,0.9897129839590156,32.49760055541992,0.12159299850463867
butterfly3,Mask_VGG_Improved,8,"Learning Rate: 0.015223812456802984
Activation:  elu
Optimizer: sgd",0.65,0.5833333333333334,0.17606837606837608,0.5128205128205128,0.7483714896214897,0.6244372458579391,29.76348567008972,0.16112565994262695
butterfly3,Mask_VGG_Improved,9,"Learning Rate: 0.0011668166309715222
Activation:  elu
Optimizer: adam",0.75,0.8055555555555555,0.09803921568627451,0.7916666666666666,0.9695793721529015,0.9437899292065959,11.762863636016846,0.10965919494628906
butterfly3,Mask_VGG_Improved,10,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.85,0.8560606060606061,0.08148148148148147,0.8714285714285714,0.9854545454545455,0.980028960938052,19.888874292373657,0.10942387580871582
