Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
cifar_5,Mask_VGG_Improved,1,"Learning Rate: 0.00421403688889122
Activation:  relu
Optimizer: adam",0.791666667,0.788398268,0.048440636,0.772307692,0.970919909,0.918731353,40.49298525,0.408083677
cifar_5,Mask_VGG_Improved,2,"Learning Rate: 0.0031484583598514245
Activation:  relu
Optimizer: adam",0.791666667,0.752075702,0.052644212,0.776849817,0.937781029,0.810286375,53.53930616,0.295632839
cifar_5,Mask_VGG_Improved,3,"Learning Rate: 0.002991204451545049
Activation:  elu
Optimizer: adam",0.791666667,0.768412698,0.056123789,0.812698413,0.947480695,0.883758672,47.83539128,0.465094566
cifar_5,Mask_VGG_Improved,4,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.875,0.867929293,0.032305985,0.867929293,0.985444836,0.953559811,59.29900932,0.244981289
cifar_5,Mask_VGG_Improved,5,"Learning Rate: 0.001677056801485887
Activation:  elu
Optimizer: adam",0.833333333,0.849230769,0.041416361,0.826043956,0.979244907,0.947549626,33.94695759,0.350450516
cifar_5,Mask_VGG_Improved,6,"Learning Rate: 0.001
Activation:  relu
Optimizer: adam",0.9375,0.953846154,0.016224119,0.9497669,0.973032731,0.927997249,53.3974092,0.412013292
cifar_5,Mask_VGG_Improved,7,"Learning Rate: 0.048942439057711624
Activation:  elu
Optimizer: adam",0.166666667,0.177777778,0.208454608,0,0.418406278,0.157856341,37.47251368,0.291223526
cifar_5,Mask_VGG_Improved,8,"Learning Rate: 0.0013300999582032248
Activation:  relu
Optimizer: adam",0.875,0.896969697,0.030994182,0.867936508,0.988868342,0.976228801,27.11460423,0.220052719
cifar_5,Mask_VGG_Improved,9,"Learning Rate: 0.010350184141764796
Activation:  elu
Optimizer: adam",0.916666667,0.897777778,0.021367521,0.931428571,0.965584429,0.925854835,56.911762,0.287429094
cifar_5,Mask_VGG_Improved,10,"Learning Rate: 0.001756826982212398
Activation:  elu
Optimizer: adam",0.833333333,0.812393162,0.042406015,0.817373737,0.937295402,0.851195813,44.97530317,0.235819578
